Orthogroup,ID,idv_id,DRR,species_x,Genus,Family,OG0000013,OG0000022,OG0000031,OG0000033,OG0000042,OG0000048,OG0000055,OG0000073,OG0000077,OG0000078,OG0000081,OG0000122,OG0000127,OG0000167,OG0000171,OG0000189,OG0000214,OG0000225,OG0000260,OG0000264,OG0000271,OG0000282,OG0000333,OG0000352,OG0000356,OG0000369,OG0000374,OG0000392,OG0000442,OG0000447,OG0000478,OG0000518,OG0000534,OG0000572,OG0000609,OG0000623,OG0000797,OG0000800,OG0000820,OG0000888,OG0001009,OG0001037,OG0001064,OG0001080,OG0001157,OG0001207,OG0001213,OG0001215,OG0001263,OG0001326,OG0001411,OG0001415,OG0001429,OG0001528,OG0001574,OG0001575,OG0001655,OG0001798,OG0001810,OG0001815,OG0001841,OG0001845,OG0001966,OG0002035,OG0002039,OG0002169,OG0002173,OG0002225,OG0002236,OG0002271,OG0002319,OG0002387,OG0002604,OG0002692,OG0002940,OG0003114,OG0003118,OG0003145,OG0003191,OG0003221,OG0003330,OG0003342,OG0003368,OG0003439,OG0003565,OG0003598,OG0003777,OG0003817,OG0003830,OG0003840,OG0003918,OG0003949,OG0004021,OG0004061,OG0004136,OG0004145,OG0004214,OG0004231,OG0004291,OG0004318,OG0004330,OG0004409,OG0004481,OG0004508,OG0004569,OG0004629,OG0004676,OG0004717,OG0004727,OG0004738,OG0004839,OG0004873,OG0004933,OG0005195,OG0005430,OG0005472,OG0005554,OG0005683,OG0005726,OG0005735,OG0005771,OG0005788,OG0005855,OG0005862,OG0005938,OG0006003,OG0006013,OG0006048,OG0006064,OG0006082,OG0006143,OG0006163,OG0006201,OG0006301,OG0006343,OG0006402,OG0006415,OG0006437,OG0006652,OG0006712,OG0006739,OG0006772,OG0006868,OG0006892,OG0006927,OG0006950,OG0007089,OG0007102,OG0007195,OG0007276,OG0007334,OG0007367,OG0007413,OG0007461,OG0007472,OG0007512,OG0007525,OG0007747,OG0007855,OG0007860,OG0007972,OG0008177,OG0008312,OG0008600,OG0008607,OG0008612,OG0008854,OG0009064,OG0000050,OG0002778,OG0007640,family,genus,species_y,ncbi_tax_id,wsc_lsid,type_of_web,sex,sampled_at,country,size,toughness,toughness_sd,young's_modulus,young's_modulus_sd,tensile_strength,tensile_strength_sd,strain_at_break,strain_at_break_sd,one_percent_weightloss,five_percent_weightloss,ten_percent_weightloss,crystallinity,birefringence,birefringence_sd,diameter,diameter_sd,water_content,supercontraction,supercontraction_sd
Group,,,,,,,,,,,,,,,,,,,,,,,,,,SpiCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spidroin,Spidroin,Spidroin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geneName,,,,,,,"cyp4c3_3,cyp4v2_cyp4c3_5,cyp4v2_23,cyp4v2_3,cyp4v2_29,cyp4v2_21,cyp4v2_cyp4c3_4,cyp4v2_31,cyp4c1_4,cyp4v2_16,cyp4v2_17,cyp4v2_18,cyp4v2,cyp4v2_11,cyp4v2_7,cyp4v2_28,cyp4c3_2,cyp4c1_cyp4v2,cyp4v2_19,cyp4v2_cyp4c1,cyp4v2_cyp4c3_2,cyp4v2_20,cyp4c3_cyp4v2,cyp4v2_cyp4c3_3,cyp4v2_14,cyp4s3,cyp4v2_27,cyp4c3_5,cyp4c3,cyp4v2_24,cyp4v2_30,cyp4v2_6,LASC017579,cyp4v2_10,cyp4g15_2,cyp4c1_cyp4d14,cyp4c1_5,cyp4c3_4,cyp4g15,cyp4v2_8,cyp4c1,cyp4c1_2,cyp4v2_2,cyp4v2_5,cyp4v2_4,cyp4v2_12,cyp4c1_3,cyp4v2_13,cyp4v2_22,cyp4v2_15,cyp4c1_6,cyp4v2_26,cyp4v2_9","LASC002598,LASC010177,LASC010178,LASC010181,LASC010182,LASC010193,LASC013337,LASC014469,LASC014596,LASC014601,LASC014603,LASC014604,LASC014606,LASC017591,LASC017592,LASC017599,LASC017600,LASC017601,LASC017602,LASC017629","jhamt_16,LASC005293,jhamt_8,jhamt_11,jhamt_5,jhamt_6,jhamt_15,LASC009471,jhamt_3,jhamt_17,jhamt_2,LASC018069,jhamt_13,jhamt_14,jhamt_7,jhamt_12,arsm,jhamt_4,jhamt_9,jhamt_10,LASC020679","zan_3,swm-1,zan_2,zan,vwf,zan_4","picot_11,slc17a8,picot_c38c10.2,picot_slc17a6a,picot_13,picot_17,slc17a5_slc17a3,LASC017945,LASC017947,picot_3,c38c10.2,picot_4,picot_7,picot_19,picot_slc17a7,picot_5,picot,picot_16,picot_18,picot_14,picot_slc17a5_3","LASC001511,LASC003211,LASC005802,LASC005803,LASC005805,LASC005973,LASC005974,LASC006406,LASC007054,LASC007764,LASC007765,LASC007766,LASC007767,LASC008948,LASC008949,LASC008951,LASC010382,LASC010393,LASC010396,LASC010397,LASC010399,LASC010400,LASC010401,LASC010402,LASC010403,LASC010404,LASC010405,LASC010406,LASC010408,LASC010431,LASC010432,LASC010433,LASC010435,LASC010436,LASC010438,LASC010441,LASC010442,LASC010443,LASC010446,LASC010447,LASC010448,LASC011059,LASC011060,LASC011061,LASC011062,LASC011064,LASC011081,LASC011082,LASC011083,LASC011084,LASC011085,LASC011086,LASC011087,LASC011088,LASC011089,LASC011090,LASC011091,LASC011092,LASC011093,LASC011094,LASC011095,LASC011096,LASC011097,LASC011098,LASC011099,LASC011101,LASC011103,LASC011104,LASC011105,LASC011106,LASC012361,LASC012696,LASC012885,LASC012886,LASC012887,LASC012888,LASC012889,LASC013354,LASC013357,LASC013358,LASC013361,LASC013363,LASC013366,LASC013367,LASC013368,LASC013370,LASC013372,LASC013373,LASC013374,LASC013375,LASC013376,LASC013377,LASC013378,LASC013379,LASC015297,LASC015300,LASC015476,LASC015477,LASC015478,LASC015479,LASC015480,LASC015482,LASC015483,LASC015484,LASC015485,LASC015486,LASC015487,LASC015491,LASC015493,LASC015494,LASC015495,LASC015496,LASC015500,LASC015501,LASC015502,LASC015504,LASC015506,LASC017041,LASC017499,LASC017500,LASC017501,LASC017502,LASC018770,LASC020622,LASC021486,LASC021487,LASC022430,LASC022431,LASC022432,LASC022433,LASC022434,LASC022435,LASC022437,LASC022438,LASC022439,LASC022527,LASC022620,LASC022746","fasn_11,fasn_3,fasn_2,fasn_8,fasn_5,fasn_10,fasn_6,csga_fasn,fasn_13,fasn_12,fasn,fasn_9,fasn_7,fasn_4","fmo2_7,fmo2_3,fmo2_4,fmo2_8,fmo2_2,fmo5,fmo2_10,fmo2_5,LASC009105,fmo5_8,fmo2_fmo5_2,fmo5_16,fmo2_6,fmo2_9,fmo5_15,fmo2_fmo5_3,fmo2,fmo5_9,fmo5_2,fmo2_fmo5","pnliprp3_2,pnlip_7,pnliprp1_pnlip,pnlip_5,LASC010215,pnliprp3,pnliprp1_4,pnliprp1_8,pnliprp1_3,pnliprp1_5,pnlip,pnlip_lipi,pnlip_9,pnliprp3_pnlip,pnlip_6,lpl,liph,lipg,LASC017770,pnlip_10,lipi_pnlip_pnliprp1","LASC000871,LASC000872,LASC000874,pdcd6_bche,LASC002408,LASC002454,LASC002535,LASC002536,LASC004560,LASC009956,LASC017075,LASC017076,ace-1_2,LASC017096,LASC017753,LASC017755,LASC017758,ace-1,LASC017760,ache,LASC017762","dhrs11_12,dhrs11_3,dhrs11_14,dhrs11_6,dhrs11_10,dhrs11_11,dhrs11_7,dhrs11_9,dhrs11_5,dhrs11_13,dhrs11_2,dhrs11,dhrs11_8,dhrs11_4","nedd8,rpl40","hsd17b2_bdh1,hsd17b2_3,hsd17b2_7,hsd17b2_4,hsd17b6,bdh1_2,hsd17b2_bdh1_2,hsd17b2_9,hsd17b2,bdh1_4,hsd17b6_3,hsd17b2_2,rdh7_hsd17b2,hsd17b2_8,hsd17b6_hsd17b2,hsd17b2_5,hsd17b2_6","pm20d2_3,pm20d2_2,LASC013396,pm20d2_8,pm20d2_6,pm20d2_5,pm20d2,pm20d2_7,pm20d2_4","LASC000220,LASC000221,LASC000222,LASC000223,LASC000224,LASC000246,LASC000251,LASC000252,LASC000253,LASC000254,LASC000256,LASC000257,LASC000319,LASC001682,LASC022827","pxt_2,pxd_5,pxt_4,pxd_pxt,pxd_4,pxd_pxt_4,pxd_pxt_2,pxd_pxt_3","LASC013613,LASC013614,LASC013615,LASC013964,tg_3,LASC013967","alpl_3,alpl,alpl_8,alpl_7,alpl_5,alpl_4,alpl_2,alpl_6","rdh10b_sdr16c5,sdr16c5_2,sdr16c6_2","Spice_3,Spice_4,Spice_5,Spice_6,Spice_2,Spice_1,Spice_7,Spice_8,Spice_9,Spice_10,Spice_11,Spice_12,Spice_13,Spice_14,Spice_15,Spice_16","far1_wat_3,far1_wat_4,far1_wat_5,far1_wat,far1_wat_2,LASC017190,LASC021907,LASC021908,far1_3","LASC013595,tg_5,LASC013597,LASC013602,LASC013604,LASC013605,LASC013607,LASC013608,LASC013609,LASC013610,nid2,cd74_2","nrf-6_30,nrf-6_52,nrf-6_15,nrf-6_36,nrf-6_24,nrf-6_9,nrf-6_13,nrf-6_3,oacyl_3,LASC012946,LASC012947,nrf-6_47,nrf-6_8,LASC012950,LASC012951,LASC012952,nrf-6,LASC012954,nrf-6_29,nrf-6_7,oacyl","elovl1_3,elovl7_13,elovl7_4,elovl4,elovl7_11,elovl4_4,elovl7_2,elovl7,elovl4_elovl7,elovl4_2,elovl7_5,elovl7_8,elovl7_7,elovl4_elovl1,elovl1_5,elovl4_5,elovl4_7,elovl1_2,elovl7_12,elovl4_8,elovl7_10,elovl7_6,elovl7_3,elovl4_3","LASC003333,LASC003334,htra4,LASC017550,LASC017551","gld_15,LASC008285,beta_3,gld_19,gld_3","tth-1_2,tth-1","cg5065_2,far1_eif3a,cg5065_3,cg5065_5,cg5065,cg5065_4","hpgd_12,hpgd_13,hpgd_9,hpgd_4,hpgd_15,hpgd_10,hpgd_3,hpgd_14","agmo_2,agmo_3,agmo,agmo_4","ephx1_4,ephx1_3,ephx1,ephx1_2","faxdc2_3,faxdc2_11,faxdc2_10,faxdc2_7,faxdc2_8,faxdc2_4,faxdc2_5,faxdc2_2,faxdc2,faxdc2_9,faxdc2_6","lrmda_vnn1,vnn2,vnn1_6,vnn1_4,vnn3_2,vnn1_5",LASC005034,"npc2a,esr16,npc2_2,npc2_3,npc2a_2","LASC007034,LASC007037","pnliprp1,pnliprp2_2","LASC000716,lysoz_2,lysoz,LASC009203","hexbp,cnbp,cnbp_2","slc7a9_3,slc7a9,slc7a9_2","bcat2_v1g246094,bcat1","LASC003729,ple,tph1,hn,ple_2",aael008004_2,"gale_2,gale","tmem68,tmem68_2","rps2,rps2_2","psph,psph_2","LASC003944,awd","rplp1_2,rplp1","acp7,acp7_2",arfgap2,"ywrd_3,ywrd_7,ywrd_2,ywrd_4,ywrd,ywrd_6,ywrd_5,LASC017209","rpl9_2,rpl9","asah2,dcd2b","LASC009994,rpsa","LASC014844,LASC020761",psat1,"abhd14a,abhd14b_abhd14a","lyz,lysd","LASC000095,pro5","spz4,spz3,nt1_spz3,nt1_4,spz3_3,spz3_2","tpst,tpst_2","fau_2,fau","rpl27a_2,rpl27a","ttc39b_2,ttc39b",mttp_2,LASC011384,"ascl1,ascl1_3,ascl3,ascl5,ascl5_2,ascl1_2",surf4,lman2l,"LASC007083,ttpal_clvs2_3,rlbp1_13,clvs1,rlbp1_5",LASC010830,LASC009784,"eif4e1a_eif4e,eif4e1a",rplp0,rpl10,rpl4,larp6,x975_2,phgdh,rps24,LASC015735,rpp-2_rplp2,rps6,"LASC006841,LASC016362,LASC019275",rpl8,rpl7a,gcat,rack1,rps9,rpl19,rps8,LASC016881,rps3,ece2_2,ssr1,rpl32,rpl18a,eif3j,tgfbi_4,rps7,rpl34,rpl35a,rpl17,syt1,LASC006408,tsnax,"LASC001730,LASC001731,LASC001732,LASC001733","LASC017035,LASC017036",LASC004484,rps12,shmt2,"tspan11_4,cd151",elovl6,rpl14,trip4,spbc16d10.01c,rps15a,tmco1,rps11,tbl2,rpl27,rpl30,rpl22,rpl21,rps25,timm23,rpl12,LASC011933,rps27a,cotl1,rps13,ssr2,sars,cg1354,mak16,ssr3,LASC014969,copz1,kdelr2,rps20,rpl-36.a,nifk,rpl28,"LASC009831,LASC009833,LASC009834,LASC009835,LASC009836,LASC009837,LASC009839,LASC009840,LASC009841,LASC009842,LASC009843,LASC009844,LASC019833,LASC021758,LASC022566,LASC022567",rpl37a,LASC003517,tmem163,llph,nop16,LASC019923,sec61b,LASC015442,dap,immp2l,timm8a,rps21,cpib,polr3k,rpl37a_2,LASC005273,LASC007277,LASC018595,LASC020665,LASC012976,LASC004993,LASC017532,aael008004_elovl1,"MaSp4,MaSp2a,MaSp2b,MaSp2c,MaSp1a,MaSp1b,MaSp1c,MaSp3a,MaSp3b,MiSpb,MiSpc,MaSp2d,MaSp2e,MaSp2f,flag_fu5,LASC019421",Spidroin3,Spidroin1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product,,,,,,,"Cytochrome P450 4c3,Cytochrome P450 4V2,Cytochrome P450 4c3,Cytochrome P450 4V2,hypothetical protein,Cytochrome P450 4V2,Cytochrome P450 4C1,Cytochrome P450 4V2,hypothetical protein,Cytochrome P450 4V2,Cytochrome P450 4C1,Cytochrome P450 4c3,Cytochrome P450 4V2,Probable cytochrome P450 4s3,hypothetical protein,Cytochrome P450 4g15,Probable cytochrome P450 4d14,Cytochrome P450 4C1,Cytochrome P450 4C1,hypothetical protein,hypothetical protein,Cytochrome P450 4g15,Cytochrome, P450, 4C1",hypothetical protein,"Juvenile hormone acid O-methyltransferase,hypothetical protein,hypothetical protein,Juvenile hormone acid O-methyltransferase,Juvenile hormone acid O-methyltransferase,hypothetical protein,Arsenite methyltransferase,hypothetical protein","hypothetical protein,Zonadhesin,Serine protease inhibitor swm-1,Zonadhesin,von Willebrand factor","Putative inorganic phosphate cotransporter,Vesicular glutamate transporter 3,hypothetical protein,Uncharacterized transporter slc-17.2,Putative inorganic phosphate cotransporter,Putative inorganic phosphate cotransporter,Vesicular glutamate transporter 2.2,hypothetical protein,Sialin,Sodium-dependent phosphate transport protein 4,hypothetical protein,Uncharacterized transporter slc-17.2,Putative inorganic phosphate cotransporter,Vesicular glutamate transporter 1,Putative inorganic phosphate cotransporter,hypothetical protein,Sialin,Putative inorganic phosphate cotransporter","hypothetical protein,hypothetical, protein","Fatty acid synthase,Fatty acid synthase (Fragment),Fatty acid synthase,C-factor","Dimethylaniline monooxygenase [N-oxide-forming] 2,Dimethylaniline monooxygenase [N-oxide-forming] 5,hypothetical protein,Dimethylaniline monooxygenase [N-oxide-forming] 2,Dimethylaniline monooxygenase [N-oxide-forming] 5,Dimethylaniline monooxygenase [N-oxide-forming] 5,Dimethylaniline monooxygenase [N-oxide-forming] 2","Pancreatic, lipase-related, protein, 3,Pancreatic triacylglycerol lipase (Fragment),Pancreatic triacylglycerol lipase (Fragment),Inactive pancreatic lipase-related protein 1,hypothetical protein,Pancreatic lipase-related protein 3,Inactive pancreatic lipase-related protein 1,Pancreatic triacylglycerol lipase (Fragment),Lipase member I,Pancreatic triacylglycerol lipase,Pancreatic lipase-related protein 3,Lipoprotein lipase,hypothetical protein,Lipase member H,Endothelial lipase,Pancreatic triacylglycerol lipase (Fragment),Lipase member I,Inactive pancreatic lipase-related protein 1","hypothetical protein,Programmed cell death protein 6,hypothetical protein,Cholinesterase,Acetylcholinesterase 1,hypothetical protein,Acetylcholinesterase 1,Acetylcholinesterase",Dehydrogenase/reductase SDR family member 11,"NEDD8,Ubiquitin-60S ribosomal protein L40","D-beta-hydroxybutyrate dehydrogenase%2C mitochondrial,Estradiol 17-beta-dehydrogenase 2,Estradiol 17-beta-dehydrogenase 2,17-beta-hydroxysteroid dehydrogenase type 6,D-beta-hydroxybutyrate dehydrogenase%2C mitochondrial,Estradiol 17-beta-dehydrogenase 2,D-beta-hydroxybutyrate dehydrogenase%2C mitochondrial,Estradiol 17-beta-dehydrogenase 2,Retinol dehydrogenase 7,Estradiol 17-beta-dehydrogenase 2,17-beta-hydroxysteroid dehydrogenase type 6","Peptidase M20 domain-containing protein 2,hypothetical protein",hypothetical protein,"hypothetical protein,Chorion peroxidase,Peroxidase,Chorion peroxidase,Peroxidase,Chorion peroxidase,Chorion peroxidase,Peroxidase","hypothetical protein,Thyroglobulin","Alkaline phosphatase%2C tissue-nonspecific isozyme,Alkaline, phosphatase%2C, tissue-nonspecific, isozyme","Epidermal retinol dehydrogenase 2,Retinol dehydrogenase 10-B,Epidermal retinol dehydrogenase 2,Short-chain dehydrogenase/reductase family 16C member 6",hypothetical protein,"Fatty acyl-CoA reductase 1,Fatty acyl-CoA reductase wat,hypothetical protein,Fatty acyl-CoA reductase 1,Fatty acyl-CoA reductase wat,Fatty acyl-CoA reductase wat,Fatty acyl-CoA reductase 1,hypothetical protein,Fatty acyl-CoA reductase 1","hypothetical protein,Thyroglobulin,Nidogen-2,H-2 class II histocompatibility antigen gamma chain","Nose resistant to fluoxetine protein 6,O-acyltransferase like protein,hypothetical protein,Nose resistant to fluoxetine protein 6,hypothetical protein,hypothetical protein,Nose resistant to fluoxetine protein 6","Elongation of very long chain fatty acids protein 1,Elongation of very long chain fatty acids protein 7,Elongation of very long chain fatty acids protein 4,Elongation of very long chain fatty acids protein 7,Elongation of very long chain fatty acids protein 4,Elongation of very long chain fatty acids protein 1,Elongation of very long chain fatty acids protein 4","hypothetical protein,Serine protease HTR4","Glucose dehydrogenase [FAD%2C quinone],hypothetical protein,Oxygen-dependent choline dehydrogenase",Thymosin beta,"Putative fatty acyl-CoA reductase CG5065,Fatty acyl-CoA reductase 1,Eukaryotic translation initiation factor 3 subunit A",15-hydroxyprostaglandin dehydrogenase [NAD(+)],Alkylglycerol monooxygenase,Epoxide hydrolase 1,"Fatty acid hydroxylase domain-containing protein 2,Fatty acid hydroxylase domain-containing protein 2,hypothetical protein","Leucine-rich melanocyte differentiation-associated protein,Pantetheinase,Vascular non-inflammatory molecule 2,Pantetheinase,Vascular non-inflammatory molecule 3",hypothetical protein,"NPC intracellular cholesterol transporter 2 homolog a,Ecdysteroid-regulated 16 kDa protein,NPC intracellular cholesterol transporter 2",hypothetical protein,"Inactive pancreatic lipase-related protein 1,Pancreatic lipase-related protein 2","hypothetical protein,Lysozyme,Lysozyme,hypothetical protein","DNA-binding protein HEXBP,Cellular nucleic acid-binding protein",b(0%2C+)-type amino acid transporter 1,"Branched-chain-amino-acid aminotransferase%2C mitochondrial,Branched-chain-amino-acid aminotransferase,Branched-chain-amino-acid aminotransferase%2C cytosolic","hypothetical protein,Tyrosine 3-monooxygenase,Tryptophan, 5-hydroxylase, 1,Protein henna","Elongation, of, very, long, chain, fatty, acids, protein, AAEL008004",UDP-glucose 4-epimerase,Transmembrane protein 68,40S ribosomal protein S2,Phosphoserine phosphatase,"hypothetical protein,Nucleoside diphosphate kinase",60S acidic ribosomal protein P1,Acid phosphatase type 7,ADP-ribosylation factor GTPase-activating protein 2,"Glutathione hydrolase-like YwrD proenzyme,hypothetical protein",60S ribosomal protein L9,"Neutral ceramidase,Neutral ceramidase B","hypothetical protein,hypothetical protein,40S ribosomal protein SA",hypothetical protein,Phosphoserine aminotransferase,"hypothetical, protein,Protein, ABHD14A,Protein ABHD14A,Protein ABHD14B","hypothetical protein,Lysozyme C,Lysozyme D","hypothetical protein,Profilin-5","Protein spaetzle 4,Protein spaetzle 3,Neurotrophin 1,Protein spaetzle 3,hypothetical protein,Neurotrophin 1",Protein-tyrosine sulfotransferase,"40S ribosomal protein S30,Ubiquitin-like protein FUBI",60S ribosomal protein L27a,Tetratricopeptide repeat protein 39B,Microsomal triglyceride transfer protein large subunit,hypothetical protein,"Achaete-scute homolog 1,Achaete-scute homolog 3,Achaete-scute homolog 5",Surfeit locus protein 4 homolog,VIP36-like protein,"hypothetical protein,Alpha-tocopherol transfer protein-like,Clavesin-2,Retinaldehyde-binding protein 1,Clavesin-1,hypothetical protein",hypothetical protein,hypothetical protein,"Eukaryotic translation initiation factor 4E,Eukaryotic translation initiation factor 4E-1A,Eukaryotic translation initiation factor 4E-1A",60S acidic ribosomal protein P0,"60S ribosomal protein L10,hypothetical protein",60S ribosomal protein L4,La-related protein 6,"Uncharacterized, protein, (Fragment)",D-3-phosphoglycerate dehydrogenase,"40S ribosomal protein S24,hypothetical protein",hypothetical protein,"60S, acidic, ribosomal, protein, P2",40S ribosomal protein S6,hypothetical protein,60S ribosomal protein L8,60S ribosomal protein L7a,2-amino-3-ketobutyrate coenzyme A ligase%2C mitochondrial,Receptor of activated protein C kinase 1,"40S ribosomal protein S9,hypothetical protein",60S ribosomal protein L19,40S ribosomal protein S8,hypothetical protein,40S ribosomal protein S3,Endothelin-converting enzyme 2,Translocon-associated protein subunit alpha,60S ribosomal protein L32,60S ribosomal protein L18a,Eukaryotic translation initiation factor 3 subunit J,Transforming growth factor-beta-induced protein ig-h3,40S ribosomal protein S7,60S ribosomal protein L34,60S ribosomal protein L35a,60S ribosomal protein L17,Synaptotagmin-1,hypothetical protein,"Translin-associated protein X,hypothetical protein",hypothetical protein,hypothetical protein,hypothetical protein,40S ribosomal protein S12,Serine hydroxymethyltransferase%2C mitochondrial,"Tetraspanin-11,CD151 antigen",Elongation of very long chain fatty acids protein 6,60S ribosomal protein L14,"Activating, signal, cointegrator, 1",Probable assembly chaperone of rpl4,40S ribosomal protein S15a,Calcium load-activated calcium channel,40S ribosomal protein S11,Transducin beta-like protein 2,"60S, ribosomal, protein, L27",60S ribosomal protein L30,60S ribosomal protein L22,60S ribosomal protein L21,40S ribosomal protein S25,Mitochondrial import inner membrane translocase subunit Tim23,60S ribosomal protein L12,hypothetical protein,Ubiquitin-40S ribosomal protein S27a,Coactosin-like protein,40S ribosomal protein S13,Translocon-associated protein subunit beta,Serine--tRNA ligase%2C cytoplasmic,Obg-like ATPase 1,Protein MAK16 homolog,Translocon-associated protein subunit gamma,hypothetical protein,Coatomer subunit zeta-1,ER lumen protein-retaining receptor 2,40S ribosomal protein S20,Ribosomal protein rpl-36.A,MKI67 FHA domain-interacting nucleolar phosphoprotein-like,60S ribosomal protein L28,hypothetical protein,Probable 60S ribosomal protein L37-A,hypothetical protein,"Transmembrane, protein, 163",Protein LLP homolog,Nucleolar protein 16,hypothetical protein,Protein transport protein Sec61 subunit beta,hypothetical protein,Death-associated protein 1,Mitochondrial inner membrane protease subunit 2,Mitochondrial import inner membrane translocase subunit Tim8 A,40S ribosomal protein S21,Cystatin-A2,DNA-directed RNA polymerase III subunit RPC10,60S ribosomal protein L37a,hypothetical protein,hypothetical protein,hypothetical protein,hypothetical protein,hypothetical protein,hypothetical protein,hypothetical protein,"Elongation of very long chain fatty acids protein 1,Elongation of very long chain fatty acids protein AAEL008004","MaSp-f(1)#PRD27696.1, protein,Major, ampullate, spidroin-2, (Fragment),Major, ampullate, spidroin, 1, variant, 1, (Fragment),hypothetical, protein,Minor, ampullate, spidroin, 1, variant, 2, (Fragment),Major ampullate spidroin 2 variant 4 (Fragment),Major, ampullate, spidroin, 2, variant, 2, (Fragment),Flagelliform spidroin variant 1b (Fragment),Major ampullate gland dragline silk protein (Fragment),hypothetical protein","Uncharacterized, protein, (Fragment)",hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
